Mesh,z,x,y,r,T,U,Vol
0.0,2.0,-0.002034532488323748,-0.00022149875053401047,0.002046554211970196,321.574,0.171471,9.076402386550147e-11
0.0,2.0,-0.0019360124715603888,-0.0006246824996196665,0.002034299023095779,321.495,0.182344,9.58383017029501e-11
0.0,2.0,-0.0016944649687502533,-0.0010043249931186438,0.0019697411561229463,320.843,0.241851,1.3843934127113563e-10
0.0,2.0,-0.0013909674889873713,-0.0013751824735663831,0.0019559952430985073,320.759,0.252099,1.442734212925611e-10
0.0,2.0,-0.0010331094963476062,-0.00168681496870704,0.001978044481324355,320.979,0.232946,1.3136053508599675e-10
0.0,2.0,-0.0006329949901555665,-0.0019119449716527015,0.002014005022881049,321.315,0.200835,1.1027731914837303e-10
0.0,2.0,-0.0001990116716115153,-0.0020173024968244135,0.002027095214619092,321.417,0.189046,1.0297161194712268e-10
0.0,2.0,0.00025989782534452393,-0.0020001124939881265,0.00201692758130435,321.287,0.200131,1.1224179817759804e-10
0.0,2.0,0.0007180334941949695,-0.001883447461295873,0.002015675181731349,321.246,0.202572,1.1480351841143021e-10
0.0,2.0,0.0011437669745646417,-0.0016873599670361727,0.0020384765268359278,321.443,0.182943,1.0240705472514697e-10
0.0,2.0,0.0015061324811540544,-0.0014480974932666868,0.0020893590885227293,321.938,0.13458,6.96351954345025e-11
0.0,2.0,0.0017531199846416712,-0.0011352567526046187,0.0020885970350655,321.929,0.135322,7.002254575856317e-11
0.0,2.0,0.0019022674823645502,-0.0007194189965957776,0.002033761359433412,321.383,0.188243,1.0674198440344167e-10
0.0,2.0,0.001998057501623407,-0.0002482724019046145,0.002013423195788967,321.185,0.205881,1.186430650610929e-10
0.0,2.0,0.00044000125490128994,0.0015346449799835682,0.0015964762193354076,317.335,0.483567,6.102122516402497e-11
0.0,2.0,0.00013198934993852163,0.0016191924805752933,0.0016245631651766468,317.631,0.464234,5.81204921920549e-11
0.0,2.0,0.00019128419717162615,0.0013039099867455661,0.0013178660393311666,314.237,0.64733,5.771727427669192e-11
0.0,2.0,-0.0004299092433939222,-0.0015383149730041623,0.0015972585619505476,317.343,0.483189,6.099900122186357e-11
0.0,2.0,-0.0001222157470692764,-0.001622567477170378,0.0016271637615196408,317.659,0.462504,5.7710849950671045e-11
0.0,2.0,-0.00017952462621906307,-0.0013089574640616775,0.0013212110861409965,314.275,0.645564,5.7352536888852186e-11
