Mesh,z,x,y,r,T,U
0.0,1.0,-0.0014235149719752371,0.0011210972734261304,0.0018119751576445974,316.382,0.356975
0.0,1.0,-0.001454479992389679,0.0007133817634894513,0.0016200078977403783,313.216,0.481325
0.0,1.0,-0.0014979899860918522,0.00021445875449899177,0.0015132635447312958,311.155,0.5539
0.0,1.0,-0.0016315299726556987,-0.0002812260006521683,0.001655589959838099,313.462,0.474397
0.0,1.0,-0.0012897429842269048,-0.0005788722537545254,0.0014136937615797014,309.544,0.606477
0.0,1.0,-0.000999167503323406,-0.0009640667412895709,0.0013884381085803648,309.366,0.613297
0.0,1.0,-0.000710226253431756,-0.0012898374698124826,0.00147244763220835,310.921,0.563155
0.0,1.0,0.00025065249883482466,-0.0015526374627370387,0.0015727395734407687,312.673,0.503107
0.0,1.0,0.0006598547479370609,-0.0014192024536896497,0.0015651018794103483,312.449,0.510589
0.0,1.0,0.0010632664925651625,-0.0012549862294690683,0.0016448483426653084,313.726,0.462604
0.0,1.0,0.001427532493835315,-0.0011207315110368654,0.0018149071989461746,316.434,0.354761
0.0,1.0,0.0014596749970223755,-0.0007168617594288662,0.0016262047469687577,313.332,0.477085
0.0,1.0,0.0020371749997138977,0.00021662509902853344,0.002048660150681035,320.488,0.170482
0.0,1.0,0.001938347500981763,0.0006206322432262823,0.0020352826378403402,320.343,0.182467
0.0,1.0,0.0016963024972938001,0.0010001794871641323,0.0019692133375713993,319.24,0.242956
0.0,1.0,0.0013940799981355667,0.001372349972371012,0.0019562217379091714,319.106,0.252367
0.0,1.0,0.0010370500094722956,0.0016848949599079788,0.0019784700523560617,319.471,0.232964
0.0,1.0,0.0006372535062837414,0.0019105299725197256,0.0020140051656257355,320.032,0.201104
0.0,1.0,0.00020311590196797627,0.0020160700078122318,0.0020262759797303716,320.198,0.190141
0.0,1.0,-0.0002560438515502028,0.001999719999730587,0.002016045270136353,319.985,0.201226
0.0,1.0,-0.00071409950760426,0.0018843274738173932,0.0020151000311011075,319.927,0.203286
0.0,1.0,-0.0011406532430555671,0.0016883974894881248,0.0020375907104722936,320.242,0.184228
0.0,1.0,-0.0015044549654703587,0.0014487474982161075,0.0020886009807322818,321.08,0.135485
0.0,1.0,-0.0017518149688839912,0.0011354887537891045,0.0020876279350467487,321.059,0.136546
0.0,1.0,-0.0019008349918294698,0.000717982002242934,0.002031913340107819,320.116,0.19053
0.0,1.0,-0.0019964675011578947,0.00024361449709431326,0.0020112758404490826,319.776,0.208742
0.0,1.0,-0.002034532488323748,-0.00022149875053401047,0.002046554211970196,320.468,0.171809
0.0,1.0,-0.0019360124715603888,-0.0006246824996196665,0.002034299023095779,320.337,0.182711
0.0,1.0,-0.0016944649687502533,-0.0010043249931186438,0.0019697411561229463,319.253,0.242304
0.0,1.0,-0.0013909674889873713,-0.0013751824735663831,0.0019559952430985073,319.102,0.252583
0.0,1.0,-0.0010331094963476062,-0.00168681496870704,0.001978044481324355,319.464,0.233399
0.0,1.0,-0.0006329949901555665,-0.0019119449716527015,0.002014005022881049,320.03,0.201228
0.0,1.0,-0.0001990116716115158,-0.0020173024968244135,0.002027095214619092,320.209,0.189409
0.0,1.0,0.00025989782534452345,-0.0020001124939881265,0.00201692758130435,319.997,0.200509
0.0,1.0,0.0007180334941949695,-0.001883447461295873,0.002015675181731349,319.932,0.20295
0.0,1.0,0.0011437669745646417,-0.0016873599670361727,0.0020384765268359278,320.259,0.183288
0.0,1.0,0.0015061324811540544,-0.0014480974932666868,0.0020893590885227293,321.091,0.134844
0.0,1.0,0.0017531199846416712,-0.0011352567526046187,0.0020885970350655,321.074,0.135588
0.0,1.0,0.0019022674823645502,-0.0007194189965957776,0.002033761359433412,320.15,0.188601
0.0,1.0,0.001998057501623407,-0.0002482724019046145,0.002013423195788967,319.821,0.206265
0.0,1.0,0.00044000125490128994,0.0015346449799835682,0.0015964762193354076,313.387,0.484026
0.0,1.0,0.00013198934993852163,0.0016191924805752933,0.0016245631651766468,313.894,0.464692
0.0,1.0,0.00019128419717162615,0.0013039099867455661,0.0013178660393311666,308.488,0.647465
0.0,1.0,-0.0004299092433939222,-0.0015383149730041623,0.0015972585619505476,313.398,0.483649
0.0,1.0,-0.0001222157470692764,-0.001622567477170378,0.0016271637615196408,313.939,0.462963
0.0,1.0,-0.00017952462621906307,-0.0013089574640616775,0.0013212110861409965,308.545,0.645706
0.0,1.0,0.00014761189333967195,0.0003355598441885377,0.0003665919803912224,298.049,0.951496
0.0,1.0,0.00033325439392228873,-9.669365817899234e-05,0.00034699878184303156,297.945,0.954391
0.0,1.0,-2.6764499125420116e-05,0.0007514902608818375,0.0007519667217461732,300.899,0.869833
0.0,1.0,-0.0004745370060845744,0.0005318779913068283,0.0007127970032065917,300.483,0.881131
0.0,1.0,-0.00032263235959817393,8.19830843283853e-05,0.0003328856644193026,297.884,0.956223
0.0,1.0,-0.00013641885641391127,-0.0003496704098324699,0.0003753391798063277,298.092,0.950247
0.0,1.0,3.901420313923154e-05,-0.0007615099893882871,0.0007625087356776566,301.016,0.866565
0.0,1.0,0.00048585975673631765,-0.0005428987496998161,0.0007285593700183241,300.64,0.876697
0.0,1.0,0.0009852977527771145,-0.00031902675436867867,0.0010356590807937933,304.027,0.778756
0.0,1.0,0.0008407967543462291,0.00018322999494557735,0.0008605303092668553,301.879,0.839919
0.0,1.0,0.0006000364955980331,0.0006127874949015677,0.0008576434631927811,301.937,0.839324
0.0,1.0,0.00037690075077989604,0.0009860057616606355,0.0010555858742738173,304.534,0.765911
0.0,1.0,-0.00016485580363223562,0.0011490069882711396,0.0011607732315517725,306.101,0.721023
0.0,1.0,-0.0005770889983978122,0.0009793072240427136,0.0011366944845181734,305.717,0.731953
0.0,1.0,-0.0010144239786313847,0.000813432241557166,0.0013002799775536974,308.134,0.65781
0.0,1.0,-0.0009762684931047261,0.00030870375303493347,0.0010239131690562564,303.858,0.78358
0.0,1.0,-0.0008315737504744902,-0.00019670300571306143,0.0008545214888665834,301.805,0.842032
0.0,1.0,-0.0005889507447136566,-0.0006245370022952557,0.0008584342997193873,301.949,0.838952
0.0,1.0,-0.00036475104752753396,-0.0009935924754245207,0.0010584277650801967,304.579,0.764624
0.0,1.0,0.0001765796241670614,-0.0011546422174433246,0.0011680663568365533,306.214,0.717707
0.0,1.0,0.0005880255048396066,-0.0009847509791143239,0.0011469561827761746,305.878,0.727263
0.0,1.0,0.0010233252542093396,-0.0008180762524716556,0.0013101310357214952,308.3,0.652685
0.0,1.0,0.0015033124946057796,-0.0002240496567083028,0.0015199166770283694,311.511,0.549856
0.0,1.0,0.0016363325121346861,0.00027078059542873234,0.001658585608622525,313.729,0.47214
0.0,1.0,0.0012956667633261532,0.0005685064879799029,0.001414903526203576,309.839,0.605437
0.0,1.0,0.0010076580074382946,0.00095613747544121,0.0013890909012363461,309.644,0.612951
0.0,1.0,0.0007200927648227662,0.0012847197212977335,0.0014727655455779177,311.17,0.562943
0.0,1.0,-0.00024133165334205842,0.0015502424794249237,0.0015689145011498703,312.815,0.505547
0.0,1.0,-0.0006508852529805154,0.0014186724729370326,0.0015608597624440143,312.588,0.513258
0.0,1.0,-0.0010560839873505756,0.0012552974949358031,0.0016404527390724774,313.84,0.465531
0.0,1.0,-0.0014235149719752371,0.0011210972734261304,0.0018119751576445974,316.522,0.356948
0.0,1.0,-0.001454479992389679,0.0007133817634894513,0.0016200078977403783,313.418,0.481297
0.0,1.0,-0.0014979899860918522,0.00021445875449899177,0.0015132635447312958,311.392,0.553875
0.0,1.0,-0.0016315299726556987,-0.0002812260006521683,0.001655589959838099,313.663,0.474367
0.0,1.0,-0.0012897429842269048,-0.0005788722537545254,0.0014136937615797014,309.807,0.606459
0.0,1.0,-0.000999167503323406,-0.0009640667412895709,0.0013884381085803648,309.633,0.613279
0.0,1.0,-0.000710226253431756,-0.0012898374698124826,0.00147244763220835,311.164,0.563132
0.0,1.0,0.00025065249883482466,-0.0015526374627370387,0.0015727395734407687,312.883,0.503081
0.0,1.0,0.0006598547479370609,-0.0014192024536896497,0.0015651018794103483,312.662,0.510563
0.0,1.0,0.0010632664925651625,-0.0012549862294690683,0.0016448483426653084,313.917,0.462577
0.0,1.0,0.001427532493835315,-0.0011207315110368654,0.0018149071989461746,316.574,0.354733
0.0,1.0,0.0014596749970223755,-0.0007168617594288662,0.0016262047469687577,313.531,0.477056
0.0,1.0,0.0020371749997138977,0.00021662509902853344,0.002048660150681035,320.544,0.170463
0.0,1.0,0.001938347500981763,0.0006206322432262823,0.0020352826378403402,320.402,0.182446
0.0,1.0,0.0016963024972938001,0.0010001794871641323,0.0019692133375713993,319.32,0.242931
0.0,1.0,0.0013940799981355667,0.001372349972371012,0.0019562217379091714,319.189,0.25234
0.0,1.0,0.0010370500094722956,0.0016848949599079788,0.0019784700523560617,319.547,0.232939
0.0,1.0,0.0006372535062837414,0.0019105299725197256,0.0020140051656257355,320.097,0.201083
0.0,1.0,0.00020311590196797627,0.0020160700078122318,0.0020262759797303716,320.259,0.190121
0.0,1.0,-0.0002560438515502028,0.001999719999730587,0.002016045270136353,320.05,0.201205
0.0,1.0,-0.00071409950760426,0.0018843274738173932,0.0020151000311011075,319.993,0.203266
0.0,1.0,-0.0011406532430555671,0.0016883974894881248,0.0020375907104722936,320.302,0.184209
0.0,1.0,-0.0015044549654703587,0.0014487474982161075,0.0020886009807322818,321.123,0.135471
0.0,1.0,-0.0017518149688839912,0.0011354887537891045,0.0020876279350467487,321.102,0.136531
0.0,1.0,-0.0019008349918294698,0.000717982002242934,0.002031913340107819,320.179,0.19051
0.0,1.0,-0.0019964675011578947,0.00024361449709431326,0.0020112758404490826,319.845,0.208721
0.0,1.0,-0.002034532488323748,-0.00022149875053401047,0.002046554211970196,320.524,0.17179
0.0,1.0,-0.0019360124715603888,-0.0006246824996196665,0.002034299023095779,320.396,0.182691
0.0,1.0,-0.0016944649687502533,-0.0010043249931186438,0.0019697411561229463,319.332,0.242279
0.0,1.0,-0.0013909674889873713,-0.0013751824735663831,0.0019559952430985073,319.186,0.252556
0.0,1.0,-0.0010331094963476062,-0.00168681496870704,0.001978044481324355,319.54,0.233374
0.0,1.0,-0.0006329949901555665,-0.0019119449716527015,0.002014005022881049,320.095,0.201206
0.0,1.0,-0.0001990116716115153,-0.0020173024968244135,0.002027095214619092,320.27,0.189389
0.0,1.0,0.00025989782534452393,-0.0020001124939881265,0.00201692758130435,320.062,0.200488
0.0,1.0,0.0007180334941949695,-0.001883447461295873,0.002015675181731349,319.998,0.202929
0.0,1.0,0.0011437669745646417,-0.0016873599670361727,0.0020384765268359278,320.318,0.183269
0.0,1.0,0.0015061324811540544,-0.0014480974932666868,0.0020893590885227293,321.134,0.134829
0.0,1.0,0.0017531199846416712,-0.0011352567526046187,0.0020885970350655,321.117,0.135574
0.0,1.0,0.0019022674823645502,-0.0007194189965957776,0.002033761359433412,320.212,0.188581
0.0,1.0,0.001998057501623407,-0.0002482724019046145,0.002013423195788967,319.89,0.206244
0.0,2.0,0.00044000125490128994,0.0015346449799835682,0.0015964762193354076,317.243,0.483576
0.0,2.0,0.00013198934993852163,0.0016191924805752933,0.0016245631651766468,317.544,0.464243
0.0,2.0,0.00019128419717162615,0.0013039099867455661,0.0013178660393311666,314.098,0.647332
0.0,2.0,-0.0004299092433939222,-0.0015383149730041623,0.0015972585619505476,317.251,0.483197
0.0,2.0,-0.0001222157470692764,-0.001622567477170378,0.0016271637615196408,317.572,0.462512
0.0,2.0,-0.00017952462621906307,-0.0013089574640616775,0.0013212110861409965,314.137,0.645567
0.0,2.0,0.00014761189333967195,0.0003355598441885377,0.0003665919803912224,306.153,0.953427
0.0,2.0,0.00033325439392228873,-9.669365817899234e-05,0.00034699878184303156,306.052,0.956358
0.0,2.0,-2.6764499125420116e-05,0.0007514902608818375,0.0007519667217461732,308.63,0.870893
0.0,2.0,-0.0004745370060845744,0.0005318779913068283,0.0007127970032065917,308.288,0.882298
0.0,2.0,-0.00032263235959817393,8.19830843283853e-05,0.0003328856644193026,305.992,0.958221
0.0,2.0,-0.00013641885641391127,-0.0003496704098324699,0.0003753391798063277,306.193,0.952164
0.0,2.0,3.901420313923154e-05,-0.0007615099893882871,0.0007625087356776566,308.724,0.867593
0.0,2.0,0.00048585975673631765,-0.0005428987496998161,0.0007285593700183241,308.418,0.877813
0.0,2.0,0.0009852977527771145,-0.00031902675436867867,0.0010356590807937933,311.067,0.779114
0.0,2.0,0.0008407967543462291,0.00018322999494557735,0.0008605303092668553,309.463,0.840675
0.0,2.0,0.0006000364955980331,0.0006127874949015677,0.0008576434631927811,309.491,0.840105
0.0,2.0,0.00037690075077989604,0.0009860057616606355,0.0010555858742738173,311.41,0.766235
0.0,2.0,-0.00016485580363223562,0.0011490069882711396,0.0011607732315517725,312.482,0.721123
0.0,2.0,-0.0005770889983978122,0.0009793072240427136,0.0011366944845181734,312.222,0.73209
0.0,2.0,-0.0010144239786313847,0.000813432241557166,0.0013002799775536974,313.895,0.657649
0.0,2.0,-0.0009762684931047261,0.00030870375303493347,0.0010239131690562564,310.942,0.783979
0.0,2.0,-0.0008315737504744902,-0.00019670300571306143,0.0008545214888665834,309.402,0.842818
0.0,2.0,-0.0005889507447136566,-0.0006245370022952557,0.0008584342997193873,309.5,0.839738
0.0,2.0,-0.00036475104752753396,-0.0009935924754245207,0.0010584277650801967,311.443,0.764942
0.0,2.0,0.0001765796241670614,-0.0011546422174433246,0.0011680663568365533,312.56,0.717788
0.0,2.0,0.0005880255048396066,-0.0009847509791143239,0.0011469561827761746,312.333,0.727374
0.0,2.0,0.0010233252542093396,-0.0008180762524716556,0.0013101310357214952,314.003,0.652503
0.0,2.0,0.0015033124946057796,-0.0002240496567083028,0.0015199166770283694,316.067,0.549419
0.0,2.0,0.0016363325121346861,0.00027078059542873234,0.001658585608622525,317.475,0.471611
0.0,2.0,0.0012956667633261532,0.0005685064879799029,0.001414903526203576,314.998,0.605121
0.0,2.0,0.0010076580074382946,0.00095613747544121,0.0013890909012363461,314.885,0.612635
0.0,2.0,0.0007200927648227662,0.0012847197212977335,0.0014727655455779177,315.864,0.562551
0.0,2.0,-0.00024133165334205842,0.0015502424794249237,0.0015689145011498703,316.865,0.505104
0.0,2.0,-0.0006508852529805154,0.0014186724729370326,0.0015608597624440143,316.721,0.512817
0.0,2.0,-0.0010560839873505756,0.0012552974949358031,0.0016404527390724774,317.512,0.465063
0.0,2.0,-0.0014235149719752371,0.0011210972734261304,0.0018119751576445974,319.161,0.356484
0.0,2.0,-0.001454479992389679,0.0007133817634894513,0.0016200078977403783,317.266,0.480815
0.0,2.0,-0.0014979899860918522,0.00021445875449899177,0.0015132635447312958,315.991,0.553451
0.0,2.0,-0.0016315299726556987,-0.0002812260006521683,0.001655589959838099,317.433,0.473846
0.0,2.0,-0.0012897429842269048,-0.0005788722537545254,0.0014136937615797014,314.977,0.606151
0.0,2.0,-0.000999167503323406,-0.0009640667412895709,0.0013884381085803648,314.88,0.612967
0.0,2.0,-0.000710226253431756,-0.0012898374698124826,0.00147244763220835,315.862,0.562741
0.0,2.0,0.00025065249883482466,-0.0015526374627370387,0.0015727395734407687,316.907,0.502635
0.0,2.0,0.0006598547479370609,-0.0014192024536896497,0.0015651018794103483,316.767,0.510119
0.0,2.0,0.0010632664925651625,-0.0012549862294690683,0.0016448483426653084,317.559,0.462106
0.0,2.0,0.001427532493835315,-0.0011207315110368654,0.0018149071989461746,319.192,0.354269
0.0,2.0,0.0014596749970223755,-0.0007168617594288662,0.0016262047469687577,317.336,0.476568
0.0,2.0,0.0020371749997138977,0.00021662509902853344,0.002048660150681035,321.585,0.170145
0.0,2.0,0.001938347500981763,0.0006206322432262823,0.0020352826378403402,321.498,0.182098
0.0,2.0,0.0016963024972938001,0.0010001794871641323,0.0019692133375713993,320.835,0.242501
0.0,2.0,0.0013940799981355667,0.001372349972371012,0.0019562217379091714,320.761,0.251883
0.0,2.0,0.0010370500094722956,0.0016848949599079788,0.0019784700523560617,320.982,0.232512
0.0,2.0,0.0006372535062837414,0.0019105299725197256,0.0020140051656257355,321.315,0.200713
0.0,2.0,0.00020311590196797627,0.0020160700078122318,0.0020262759797303716,321.41,0.189778
0.0,2.0,-0.0002560438515502028,0.001999719999730587,0.002016045270136353,321.28,0.200847
0.0,2.0,-0.00071409950760426,0.0018843274738173932,0.0020151000311011075,321.243,0.202907
0.0,2.0,-0.0011406532430555671,0.0016883974894881248,0.0020375907104722936,321.433,0.183883
0.0,2.0,-0.0015044549654703587,0.0014487474982161075,0.0020886009807322818,321.931,0.135221
0.0,2.0,-0.0017518149688839912,0.0011354887537891045,0.0020876279350467487,321.92,0.136279
0.0,2.0,-0.0019008349918294698,0.000717982002242934,0.002031913340107819,321.363,0.19017
0.0,2.0,-0.0019964675011578947,0.00024361449709431326,0.0020112758404490826,321.157,0.208356
0.0,2.0,-0.002034532488323748,-0.00022149875053401047,0.002046554211970196,321.574,0.171471
0.0,2.0,-0.0019360124715603888,-0.0006246824996196665,0.002034299023095779,321.495,0.182344
0.0,2.0,-0.0016944649687502533,-0.0010043249931186438,0.0019697411561229463,320.843,0.241851
0.0,2.0,-0.0013909674889873713,-0.0013751824735663831,0.0019559952430985073,320.759,0.252099
0.0,2.0,-0.0010331094963476062,-0.00168681496870704,0.001978044481324355,320.979,0.232946
0.0,2.0,-0.0006329949901555665,-0.0019119449716527015,0.002014005022881049,321.315,0.200835
0.0,2.0,-0.0001990116716115153,-0.0020173024968244135,0.002027095214619092,321.417,0.189046
0.0,2.0,0.00025989782534452393,-0.0020001124939881265,0.00201692758130435,321.287,0.200131
0.0,2.0,0.0007180334941949695,-0.001883447461295873,0.002015675181731349,321.246,0.202572
0.0,2.0,0.0011437669745646417,-0.0016873599670361727,0.0020384765268359278,321.443,0.182943
0.0,2.0,0.0015061324811540544,-0.0014480974932666868,0.0020893590885227293,321.938,0.13458
0.0,2.0,0.0017531199846416712,-0.0011352567526046187,0.0020885970350655,321.929,0.135322
0.0,2.0,0.0019022674823645502,-0.0007194189965957776,0.002033761359433412,321.383,0.188243
0.0,2.0,0.001998057501623407,-0.0002482724019046145,0.002013423195788967,321.185,0.205881
0.0,2.0,0.00044000125490128994,0.0015346449799835682,0.0015964762193354076,317.335,0.483567
0.0,2.0,0.00013198934993852163,0.0016191924805752933,0.0016245631651766468,317.631,0.464234
0.0,2.0,0.00019128419717162615,0.0013039099867455661,0.0013178660393311666,314.237,0.64733
0.0,2.0,-0.0004299092433939222,-0.0015383149730041623,0.0015972585619505476,317.343,0.483189
0.0,2.0,-0.0001222157470692764,-0.001622567477170378,0.0016271637615196408,317.659,0.462504
0.0,2.0,-0.00017952462621906307,-0.0013089574640616775,0.0013212110861409965,314.275,0.645564
0.0,2.0,0.00014761189333967195,0.0003355598441885377,0.0003665919803912224,306.398,0.953463
0.0,2.0,0.00033325439392228873,-9.669365817899234e-05,0.00034699878184303156,306.298,0.956394
0.0,2.0,-2.6764499125420116e-05,0.0007514902608818375,0.0007519667217461732,308.845,0.870912
0.0,2.0,-0.0004745370060845744,0.0005318779913068283,0.0007127970032065917,308.507,0.882319
0.0,2.0,-0.00032263235959817393,8.19830843283853e-05,0.0003328856644193026,306.239,0.958257
0.0,2.0,-0.00013641885641391127,-0.0003496704098324699,0.0003753391798063277,306.437,0.9522
0.0,2.0,3.901420313923154e-05,-0.0007615099893882871,0.0007625087356776566,308.938,0.867612
0.0,2.0,0.00048585975673631765,-0.0005428987496998161,0.0007285593700183241,308.635,0.877834
0.0,2.0,0.0009852977527771145,-0.00031902675436867867,0.0010356590807937933,311.251,0.77912
0.0,2.0,0.0008407967543462291,0.00018322999494557735,0.0008605303092668553,309.669,0.840689
0.0,2.0,0.0006000364955980331,0.0006127874949015677,0.0008576434631927811,309.695,0.84012
0.0,2.0,0.00037690075077989604,0.0009860057616606355,0.0010555858742738173,311.589,0.766241
0.0,2.0,-0.00016485580363223562,0.0011490069882711396,0.0011607732315517725,312.645,0.721124
0.0,2.0,-0.0005770889983978122,0.0009793072240427136,0.0011366944845181734,312.388,0.732092
0.0,2.0,-0.0010144239786313847,0.000813432241557166,0.0013002799775536974,314.038,0.657646
0.0,2.0,-0.0009762684931047261,0.00030870375303493347,0.0010239131690562564,311.127,0.783986
0.0,2.0,-0.0008315737504744902,-0.00019670300571306143,0.0008545214888665834,309.608,0.842832
0.0,2.0,-0.0005889507447136566,-0.0006245370022952557,0.0008584342997193873,309.704,0.839752
0.0,2.0,-0.00036475104752753396,-0.0009935924754245207,0.0010584277650801967,311.621,0.764948
0.0,2.0,0.0001765796241670614,-0.0011546422174433246,0.0011680663568365533,312.722,0.71779
0.0,2.0,0.0005880255048396066,-0.0009847509791143239,0.0011469561827761746,312.497,0.727376
0.0,2.0,0.0010233252542093396,-0.0008180762524716556,0.0013101310357214952,314.145,0.652499
0.0,2.0,0.0015033124946057796,-0.0002240496567083028,0.0015199166770283694,316.178,0.54941
0.0,2.0,0.0016363325121346861,0.00027078059542873234,0.001658585608622525,317.564,0.471601
0.0,2.0,0.0012956667633261532,0.0005685064879799029,0.001414903526203576,315.124,0.605115
0.0,2.0,0.0010076580074382946,0.00095613747544121,0.0013890909012363461,315.013,0.612629
0.0,2.0,0.0007200927648227662,0.0012847197212977335,0.0014727655455779177,315.977,0.562544
0.0,2.0,-0.00024133165334205842,0.0015502424794249237,0.0015689145011498703,316.962,0.505096
0.0,2.0,-0.0006508852529805154,0.0014186724729370326,0.0015608597624440143,316.82,0.512809
0.0,2.0,-0.0010560839873505756,0.0012552974949358031,0.0016404527390724774,317.6,0.465054
0.0,2.0,-0.0014235149719752371,0.0011210972734261304,0.0018119751576445974,319.224,0.356475
0.0,2.0,-0.001454479992389679,0.0007133817634894513,0.0016200078977403783,317.358,0.480806
0.0,2.0,-0.0014979899860918522,0.00021445875449899177,0.0015132635447312958,316.102,0.553443
0.0,2.0,-0.0016315299726556987,-0.0002812260006521683,0.001655589959838099,317.523,0.473837
0.0,2.0,-0.0012897429842269048,-0.0005788722537545254,0.0014136937615797014,315.104,0.606145
0.0,2.0,-0.000999167503323406,-0.0009640667412895709,0.0013884381085803648,315.008,0.612962
0.0,2.0,-0.000710226253431756,-0.0012898374698124826,0.00147244763220835,315.975,0.562734
0.0,2.0,0.00025065249883482466,-0.0015526374627370387,0.0015727395734407687,317.004,0.502627
0.0,2.0,0.0006598547479370609,-0.0014192024536896497,0.0015651018794103483,316.866,0.510111
0.0,2.0,0.0010632664925651625,-0.0012549862294690683,0.0016448483426653084,317.646,0.462097
0.0,2.0,0.001427532493835315,-0.0011207315110368654,0.0018149071989461746,319.254,0.35426
0.0,2.0,0.0014596749970223755,-0.0007168617594288662,0.0016262047469687577,317.427,0.476559
0.0,2.0,0.0020371749997138977,0.0002166250990285332,0.002048660150681035,321.61,0.170139
0.0,2.0,0.001938347500981763,0.0006206322432262823,0.0020352826378403402,321.524,0.182092
0.0,2.0,0.0016963024972938001,0.0010001794871641323,0.0019692133375713993,320.871,0.242493
0.0,2.0,0.0013940799981355667,0.001372349972371012,0.0019562217379091714,320.798,0.251874
0.0,2.0,0.0010370500094722956,0.0016848949599079788,0.0019784700523560617,321.016,0.232504
0.0,2.0,0.0006372535062837414,0.0019105299725197256,0.0020140051656257355,321.344,0.200706
0.0,2.0,0.00020311590196797627,0.0020160700078122318,0.0020262759797303716,321.437,0.189771
0.0,2.0,-0.0002560438515502028,0.001999719999730587,0.002016045270136353,321.309,0.20084
0.0,2.0,-0.00071409950760426,0.0018843274738173932,0.0020151000311011075,321.273,0.202901
0.0,2.0,-0.0011406532430555671,0.0016883974894881248,0.0020375907104722936,321.46,0.183877
0.0,2.0,-0.0015044549654703587,0.0014487474982161075,0.0020886009807322818,321.951,0.135216
0.0,2.0,-0.0017518149688839912,0.0011354887537891045,0.0020876279350467487,321.939,0.136274
0.0,2.0,-0.0019008349918294698,0.000717982002242934,0.002031913340107819,321.391,0.190164
0.0,2.0,-0.0019964675011578947,0.00024361449709431326,0.0020112758404490826,321.188,0.20835
0.0,2.0,-0.002034532488323748,-0.00022149875053401047,0.002046554211970196,321.598,0.171465
0.0,2.0,-0.0019360124715603888,-0.0006246824996196665,0.002034299023095779,321.521,0.182338
0.0,2.0,-0.0016944649687502533,-0.0010043249931186438,0.0019697411561229463,320.879,0.241843
