             QOI  subset    p    s    b       beta0        beta1          beta2        beta12    gamma1    gamma2     objective  p-value
422  Temperature       0  inf  0.0   18  305.793774    51.613028   12440.229670 -2.580596e+06  3.405981  1.999854  2.101573e-03      NaN
423  Temperature       0  inf  0.0   19  305.773798   134.520663     329.983658 -1.528097e+05  3.999953  1.298959  1.257892e-03      NaN
424  Temperature       0  inf  0.0   20  305.770243   104.901598     659.348028 -1.895913e+05  3.999961  1.382900  1.057375e-03      NaN
425  Temperature       0  inf  0.0   21  305.799424   124.804238    1814.444576 -9.476649e+05  3.999954  1.645540  6.187921e-03      NaN
426  Temperature       0  inf  0.0   22  305.811277    79.617780    8911.186639 -4.008668e+06  3.706784  1.999980  4.043057e-03      NaN
427  Temperature       0  inf  0.0   23  305.792811    38.169022   13056.627785 -1.860212e+06  3.216403  1.999926  2.723752e-03      NaN
428  Temperature       0  inf  0.0   24  305.807904   108.608472    3090.566141 -1.302245e+06  3.999999  1.731776  3.600133e-03      NaN
429  Temperature       0  inf  0.0   25  305.774737   109.146337     758.243647 -2.402175e+05  3.991106  1.418506  2.283097e-03      NaN
430  Temperature       0  inf  0.0   26  305.818616   129.095668    7401.625021 -6.723567e+06  4.000000  2.000000  3.511148e-03      NaN
431  Temperature       0  inf  0.0   27  305.769431   101.839369     412.357926 -1.240369e+05  3.920825  1.312775  6.504377e-04      NaN
432  Temperature       0  inf  0.0   28  305.807761   109.240673    2847.318554 -1.217956e+06  3.999982  1.719083  3.601271e-03      NaN
433  Temperature       0  inf  0.0   29  305.819768   125.013326    8206.176574 -6.533178e+06  4.000000  2.000000  5.202190e-03      NaN
434  Temperature       0  inf  0.0   30  305.793128   100.870037    3792.775248 -1.139480e+06  3.999982  1.716014  4.187021e-03      NaN
435  Temperature       0  inf  0.0   31  305.787485    25.895516   12586.740996 -1.196961e+06  2.966221  1.999878  2.037000e-03      NaN
436  Temperature       0  inf  0.0   32  305.806798    65.193985   11461.667358 -3.275008e+06  3.599538  1.999901  5.348545e-03      NaN
437  Temperature       0  inf  0.0   33  305.790628    30.995608   14921.236180 -1.482309e+06  3.135284  1.999986  3.255114e-03      NaN
438  Temperature       0  inf  0.0   34  305.794311   118.174168    2082.085139 -1.031108e+06  3.969145  1.672691  7.173036e-07      NaN
439  Temperature       0  inf  0.0   35  305.801570    58.706026   14175.930157 -2.930795e+06  3.589423  1.998385  3.848681e-03      NaN
440  Temperature       0  inf  0.0   36  305.802743    49.054108   13511.508406 -2.420483e+06  3.466830  1.999894  5.457570e-03      NaN
441  Temperature       0  inf  0.0   37  305.808014   144.708525    1774.566506 -2.026295e+06  3.999947  1.760576  1.615081e-03      NaN
442  Temperature       0  inf  0.0   38  305.776557   122.049677     417.573806 -1.682312e+05  3.999510  1.334581  2.338373e-03      NaN
443  Temperature       0  inf  0.0   39  305.808575    70.158101    5887.049309 -2.639256e+06  3.586175  1.950224  5.544356e-03      NaN
444  Temperature       0  inf  0.0   40  305.793817    49.601004   14393.118299 -2.496634e+06  3.434363  1.999881  1.534414e-03      NaN
445  Temperature       0  inf  0.0   41  305.799930   126.052176    3586.857836 -2.003526e+06  3.999956  1.780471  2.010372e-03      NaN
446  Temperature       0  inf  0.0   42  305.788134   108.129497    1199.372685 -4.199371e+05  3.999999  1.524859  4.449500e-03      NaN
447  Temperature       0  inf  0.0   43  305.810076    74.969199    7645.647616 -3.734693e+06  3.604649  1.999949  4.382508e-03      NaN
448  Temperature       0  inf  0.0   44  305.791169   111.516518    1442.291554 -5.458157e+05  3.999990  1.567149  4.477532e-03      NaN
449  Temperature       0  inf  0.0   45  305.823973   128.756670    6364.188688 -6.632714e+06  4.000000  2.000000  4.014065e-03      NaN
450  Temperature       0  inf  0.0   46  305.809374   144.630469    1306.425979 -1.241583e+06  3.999967  1.668942  3.491694e-03      NaN
451  Temperature       0  inf  0.0   47  305.789448    40.878678   14074.235453 -2.010878e+06  3.290415  1.999742  4.144482e-03      NaN
452  Temperature       0  inf  0.0   48  305.798492   102.838396    5202.740156 -1.716046e+06  3.999926  1.787856  5.285620e-03      NaN
453  Temperature       0  inf  0.0   49  305.773881   126.870410     437.475429 -1.781756e+05  3.999972  1.336106  2.022628e-03      NaN
454  Temperature       0  inf  0.0   50  305.797956    51.357084   10018.862870 -2.477999e+06  3.404108  1.999779  2.910192e-03      NaN
455  Temperature       0  inf  0.0   51  305.789373    36.797318   14856.725656 -1.801707e+06  3.238684  1.999976  3.177861e-03      NaN
456  Temperature       0  inf  0.0   52  305.824025   124.848502    7457.308414 -6.464311e+06  4.000000  2.000000  4.903362e-03      NaN
457  Temperature       0  inf  0.0   53  305.818013    87.838625   10973.378483 -4.148684e+06  3.868303  1.984620  3.345776e-03      NaN
458  Temperature       0  inf  0.0   54  305.795512   130.565988    1506.738230 -9.168378e+05  3.999962  1.632800  4.301393e-04      NaN
459  Temperature       0  inf  0.0   55  305.788132   108.128032    1199.426555 -4.199353e+05  3.999999  1.524859  4.449304e-03      NaN
460  Temperature       0  inf  0.0   56  305.786852    27.108648   14812.416988 -1.274069e+06  3.028972  1.999974  2.467590e-03      NaN
461  Temperature       0  inf  0.0   57  305.814837   121.983609    5811.941265 -3.729679e+06  3.999916  1.902565  5.289047e-03      NaN
462  Temperature       0  inf  0.0   58  305.799111    40.280650   14983.264994 -1.951573e+06  3.366040  1.999909  5.283074e-03      NaN
463  Temperature       0  inf  0.0   59  305.802079    42.237536   12833.365124 -2.017427e+06  3.366664  1.999789  5.230027e-03      NaN
464  Temperature       0  inf  0.0   60  305.797958    40.582263   15949.213690 -2.008504e+06  3.382084  1.999870  5.323896e-03      NaN
465  Temperature       0  inf  0.0   61  305.795298    64.447110    1879.112109 -4.208140e+05  3.625129  1.625970  7.957612e-04      NaN
466  Temperature       0  inf  0.0   62  305.802937   132.194464    4588.747073 -3.138412e+06  3.999986  1.854664  1.657217e-03      NaN
467  Temperature       0  inf  0.0   63  305.807397    61.043935   11989.898879 -3.045667e+06  3.572741  1.999909  4.233767e-03      NaN
468  Temperature       0  inf  0.0   64  305.817022   109.696981   11195.614251 -5.700896e+06  4.000000  2.000000  4.376806e-03      NaN
469  Temperature       0  inf  0.0   65  305.796301   116.799265    2048.657446 -9.182224e+05  3.999955  1.652990  3.857458e-03      NaN
470  Temperature       0  inf  0.0   66  305.801210   113.768200    5141.969116 -2.097582e+06  4.000000  1.805556  5.883516e-03      NaN
471  Temperature       0  inf  0.0   67  305.796460   136.194548    2059.458889 -1.288123e+06  3.999966  1.685090  2.130497e-03      NaN
472  Temperature       0  inf  0.0   68  305.814650    71.929893    7047.305335 -3.511065e+06  3.623538  1.999869  5.729659e-03      NaN
473  Temperature       0  inf  0.0   69  305.798843    72.454642   12118.933836 -3.079576e+06  3.723003  1.965257  1.097005e-03      NaN
474  Temperature       0  inf  0.0   70  305.798269    96.393725    7351.966645 -2.101739e+06  3.999971  1.835681  5.031971e-03      NaN
475  Temperature       0  inf  0.0   71  305.827157   134.546480    3782.142630 -6.855306e+06  4.000000  2.000000  4.996320e-03      NaN
476  Temperature       0  inf  0.0   72  305.802468    97.100057    4811.598093 -2.250860e+06  3.840033  1.854181  7.974585e-05      NaN
477  Temperature       0  inf  0.0   73  305.823794   124.441504    7639.245850 -6.447982e+06  4.000000  2.000000  4.827129e-03      NaN
478  Temperature       0  inf  0.0   74  305.808928    72.286947    6306.275255 -3.590174e+06  3.561482  1.999965  2.196193e-03      NaN
479  Temperature       0  inf  0.0   75  305.785033    21.902710   15675.488426 -1.002582e+06  2.926153  1.999964  2.784823e-03      NaN
480  Temperature       0  inf  0.0   76  305.824026   124.848966    7457.103696 -6.464330e+06  4.000000  2.000000  4.903440e-03      NaN
481  Temperature       0  inf  0.0   77  305.799706   124.676583    3763.232052 -2.022908e+06  3.999978  1.785309  1.947118e-03      NaN
482  Temperature       0  inf  0.0   78  305.814391   118.260353   10205.749533 -6.153689e+06  4.000000  2.000000  2.411891e-03      NaN
483  Temperature       0  inf  0.0   79  305.792192   100.143693    3174.212795 -9.515850e+05  3.999971  1.685262  4.127308e-03      NaN
484  Temperature       0  inf  0.0   80  305.807671   132.954962    5957.921290 -4.679552e+06  3.999976  1.927577  1.213319e-03      NaN
485  Temperature       0  inf  0.0   81  305.818016   138.281567    5702.264857 -7.210147e+06  4.000000  2.000000  1.993394e-03      NaN
486  Temperature       0  inf  0.0   82  305.798219    51.355632    9557.172848 -2.478689e+06  3.396691  1.999892  2.866445e-03      NaN
487  Temperature       0  inf  0.0   83  305.814834   121.999117    5806.853698 -3.727000e+06  3.999977  1.902410  5.289140e-03      NaN
488  Temperature       0  inf  0.0   84  305.798210    53.099330   10750.294093 -2.637520e+06  3.400913  1.999897  1.369992e-03      NaN
489  Temperature       0  inf  0.0   85  305.801016   130.890708    1771.665539 -1.098716e+06  3.999974  1.664629  4.916148e-03      NaN
490  Temperature       0  inf  0.0   86  305.807537    90.310544    3326.022824 -1.232986e+06  3.813367  1.756101  2.563965e-04      NaN
491  Temperature       0  inf  0.0   87  305.810850    70.695522    8821.222203 -3.495812e+06  3.616747  1.999820  5.318119e-03      NaN
492  Temperature       0  inf  0.0   88  305.810358   106.786241    7911.315326 -5.522269e+06  3.842761  1.999915  2.505520e-03      NaN
493  Temperature       0  inf  0.0   89  305.797654   107.559786    3649.805077 -1.337256e+06  3.999990  1.735726  2.245538e-03      NaN
494  Temperature       0  inf  0.0   90  305.791318    30.707997   11434.060832 -1.437769e+06  3.060982  1.999995  2.245845e-03      NaN
495  Temperature       0  inf  0.0   91  305.814864    89.850719    4618.273492 -4.495497e+06  3.692269  1.999760  2.979943e-03      NaN
496  Temperature       0  inf  0.0   92  305.817765   128.757621    6363.905001 -6.632750e+06  4.000000  2.000000  2.194686e-03      NaN
497  Temperature       0  inf  0.0   93  305.783297   106.911643    1039.891720 -3.403991e+05  4.000000  1.487500  3.398068e-03      NaN
498  Temperature       0  inf  0.0   94  305.796816    98.651580    4705.700886 -1.395104e+06  3.999980  1.757427  3.344283e-03      NaN
499  Temperature       0  inf  0.0   95  305.793937   123.182705    1584.564747 -8.086567e+05  3.999930  1.620725  1.109623e-03      NaN
500  Temperature       0  inf  0.0   96  305.782432   139.868157     300.039229 -2.012587e+05  3.927384  1.343635  2.024036e-03      NaN
501  Temperature       0  inf  0.0   97  305.800309   108.354830    5810.539567 -2.120530e+06  3.999996  1.816259  5.620574e-03      NaN
502  Temperature       0  inf  0.0   98  305.797029   128.289560     927.417855 -4.731642e+05  3.999966  1.513594  6.956591e-04      NaN
503  Temperature       0  inf  0.0   99  305.799497    55.876866   11692.288399 -2.798707e+06  3.463408  1.999961  2.074424e-03      NaN
504  Temperature       0  inf  0.0  100  305.795833   117.078763    2398.363092 -9.934967e+05  3.999992  1.665688  5.044040e-03      NaN
505  Temperature       0  inf  1.0    0  305.711527   306.037763       2.568919 -3.715340e+03  3.999949  0.468842  9.796359e-04      NaN
506  Temperature       0  inf  1.0    1  308.214516    -9.763358     -11.103264  4.688152e+01  0.500000  0.250000  5.320579e-03      NaN
507  Temperature       0  inf  1.0    2  304.726806    50.004978       5.767307 -1.809985e+02  3.303316  0.250000  1.038485e-03      NaN
508  Temperature       0  inf  1.0    3  305.895991   187.832689     -14.553638 -1.239613e+04  3.690813  0.787387  9.768197e-04      NaN
509  Temperature       0  inf  1.0    4  306.020918   537.362547      -1.045557 -2.024962e+03  3.823896  0.250113  6.703523e-04      NaN
510  Temperature       0  inf  1.0    5  304.722987    80.035104       5.785752 -3.042529e+02  3.435614  0.250004  8.565087e-04      NaN
511  Temperature       0  inf  1.0    6  305.800537     0.350416    -173.782205  4.234517e+02  0.500046  0.924990  1.609589e-03      NaN
512  Temperature       0  inf  1.0    7  305.785963   126.192005     866.414948 -4.165364e+05  3.999986  1.496548  6.376595e-04      NaN
513  Temperature       0  inf  1.0    8  307.361389    13.882451     -11.696451 -3.097766e+01  1.123076  0.250208  1.157794e-03      NaN
514  Temperature       0  inf  1.0    9  305.727955   224.509476      15.133416 -1.375297e+04  3.999996  0.763831  6.425787e-04      NaN
515  Temperature       0  inf  1.0   10  305.270762     2.401211  -86737.974312  1.417046e+05  0.500183  1.800287  4.400680e-03      NaN
516  Temperature       0  inf  1.0   11  305.752296    79.540790       0.197056 -2.716451e+02  2.824016  0.250044  2.065853e-03      NaN
517  Temperature       0  inf  1.0   12  305.874683   188.305961  -30654.647339 -7.619461e+06  4.000000  2.000000  3.402573e-03      NaN
518  Temperature       0  inf  1.0   13  306.547108  1319.910575      -8.058647 -8.521282e+03  3.999954  0.344237  2.960688e-03      NaN
519  Temperature       0  inf  1.0   14  305.763442   298.660106       6.451294 -1.540249e+04  3.999976  0.728180  1.933905e-03      NaN
520  Temperature       0  inf  1.0   15  305.846490   127.946087    -597.788832 -5.799986e+06  4.000000  2.000000  1.267781e-03      NaN
521  Temperature       0  inf  1.0   16  305.443569   -21.913816       2.590691  9.872350e+01  1.701861  0.250013  3.372156e-03      NaN
522  Temperature       0  inf  1.0   17  305.464870   101.211589       5.620413 -6.952259e+02  3.999906  0.399818  1.602766e-03      NaN
523  Temperature       0  inf  1.0   18  306.350392    -9.227506       1.773675  3.485289e+01  0.500000  0.250000  5.626504e-03      NaN
524  Temperature       0  inf  1.0   19  305.813902    79.667362   11211.414765 -2.536260e+06  3.999980  1.910887  1.090335e-03      NaN
525  Temperature       0  inf  1.0   20  305.626857    46.963381       0.809290 -1.579177e+02  2.521241  0.250082  2.642049e-04      NaN
526  Temperature       0  inf  1.0   21  305.160272     3.095611   -8750.162861  1.246492e+04  0.500000  1.416667  2.537370e-03      NaN
527  Temperature       0  inf  1.0   22  305.806097    31.500042   -1743.567799 -5.614283e+05  2.959804  1.873493  2.904794e-04      NaN
528  Temperature       0  inf  1.0   23  306.740901    -4.244810      -4.807558  2.272493e+01  0.500000  0.250000  2.613471e-03      NaN
529  Temperature       0  inf  1.0   24  305.770160    85.678724    2321.165353 -4.823376e+05  3.999693  1.587656  3.119739e-04      NaN
530  Temperature       0  inf  1.0   25  307.740950     2.104436     -18.363786  1.355349e+01  0.500000  0.250000  1.953975e-03      NaN
531  Temperature       0  inf  1.0   26  305.786058     0.319255   13191.452409  9.486951e+04  1.159484  2.000000  3.849896e-03      NaN
532  Temperature       0  inf  1.0   27  306.305429    -5.274796      -0.640241  2.260513e+01  0.500000  0.250000  2.062803e-03      NaN
533  Temperature       0  inf  1.0   28  307.669628    -9.133977      -6.876712  4.008906e+01  0.500000  0.250000  3.459979e-03      NaN
534  Temperature       0  inf  1.0   29  307.754454     1.675301     -17.984319  1.447754e+01  0.500000  0.250000  8.245326e-04      NaN
535  Temperature       0  inf  1.0   30  305.596780     0.890395  -53463.435797  1.055871e+05  0.500000  2.000000  4.966052e-03      NaN
536  Temperature       0  inf  1.0   31  305.691631   159.739095       6.478210 -3.495713e+03  3.832801  0.585036  3.163543e-04      NaN
537  Temperature       0  inf  1.0   32  305.864892    -8.888884       5.320528  3.023297e+01  0.500000  0.250000  6.023157e-03      NaN
538  Temperature       0  inf  1.0   33  305.656372     0.635148  -24604.021573  6.772289e+04  0.500000  2.000000  5.030190e-03      NaN
539  Temperature       0  inf  1.0   34  305.561671     1.939153   -3640.296351  7.637084e+03  0.729960  1.495937  1.086808e-03      NaN
540  Temperature       0  inf  1.0   35  305.255253    69.969478       3.120146 -2.470349e+02  3.181114  0.250007  5.047573e-04      NaN
541  Temperature       0  inf  1.0   36  305.660315   280.588389       0.809825 -1.047102e+03  3.581554  0.250018  8.195264e-04      NaN
542  Temperature       0  inf  1.0   37  305.582241   404.777744       1.628426 -1.865633e+03  3.999337  0.287364  9.100089e-04      NaN
543  Temperature       0  inf  1.0   38  305.747665    36.887782    2173.890702 -1.420761e+05  3.999887  1.503634  1.724768e-03      NaN
544  Temperature       0  inf  1.0   39  305.583739   -12.559052       3.238273  5.109686e+01  0.975235  0.250024  3.178123e-03      NaN
545  Temperature       0  inf  1.0   40  305.835342    55.260906   16575.827343 -2.390954e+06  4.000000  2.000000  2.553051e-03      NaN
546  Temperature       0  inf  1.0   41  305.163701    -5.815243       7.942059  1.751632e+01  0.500000  0.250000  3.904481e-03      NaN
547  Temperature       0  inf  1.0   42  305.922642     3.731830     -96.384110  8.666009e+01  0.500491  0.590120  1.086400e-03      NaN
548  Temperature       0  inf  1.0   43  305.586707     0.817962   -9361.090734  2.748628e+04  0.500000  2.000000  5.114286e-03      NaN
549  Temperature       0  inf  1.0   44  305.703640   -16.859363       1.063025  8.043769e+01  1.555352  0.250005  4.122175e-03      NaN
550  Temperature       0  inf  1.0   45  305.772304     0.342024  -12805.131800  1.119697e+05  0.772304  2.000000  3.585528e-03      NaN
551  Temperature       0  inf  1.0   46  305.784743     2.714822      -3.151837  7.203502e+00  1.485254  0.639859  7.803010e-04      NaN
552  Temperature       0  inf  1.0   47  305.777272   147.193229      73.190560 -4.813550e+04  3.999773  1.080601  2.209376e-04      NaN
553  Temperature       0  inf  1.0   48  305.720584   173.734440      20.065813 -1.178577e+04  3.999925  0.788903  4.386299e-05      NaN
554  Temperature       0  inf  1.0   49  306.364529   840.388438      -9.478765 -7.536379e+03  3.999997  0.410883  1.617011e-03      NaN
555  Temperature       0  inf  1.0   50  305.367618     1.727685 -123042.055249  2.104409e+05  0.500000  2.000000  1.838840e-03      NaN
556  Temperature       0  inf  1.0   51  304.581929   -12.423653       8.374928  4.648388e+01  1.085722  0.250114  3.925428e-03      NaN
557  Temperature       0  inf  1.0   52  305.645543    43.787089       0.876184 -1.641083e+02  2.552072  0.271161  5.403661e-05      NaN
558  Temperature       0  inf  1.0   53  305.062608     2.579121 -152134.611655  2.362973e+05  0.500000  2.000000  1.628190e-03      NaN
559  Temperature       0  inf  1.0   54  306.121466    -3.520474      -0.967132  1.732933e+01  0.500000  0.250000  1.949740e-03      NaN
560  Temperature       0  inf  1.0   55  306.563066  1162.775025      -4.468533 -4.508642e+03  3.787042  0.250246  4.138862e-03      NaN
561  Temperature       0  inf  1.0   56  306.169560   410.946247      -1.973943 -1.545226e+03  3.475598  0.250026  1.639485e-03      NaN
562  Temperature       0  inf  1.0   57  305.479168     1.628253   -2666.613344  4.334742e+03  0.500096  1.340055  1.555946e-03      NaN
563  Temperature       0  inf  1.0   58  305.893949    -0.106538  -22404.467787  7.042063e+04  0.502439  1.819732  4.539189e-03      NaN
564  Temperature       0  inf  1.0   59  305.411820     2.520397   -2053.033752  2.953074e+03  0.500010  1.174172  1.698544e-03      NaN
565  Temperature       0  inf  1.0   60  305.544328     1.327452  -29275.168097  6.682972e+04  0.593366  1.857303  1.878546e-03      NaN
566  Temperature       0  inf  1.0   61  305.563705    17.405711     337.335481 -1.010106e+04  3.998575  1.078946  2.201828e-03      NaN
567  Temperature       0  inf  1.0   62  305.183175    -2.025230       3.843374  9.358212e+00  0.500000  0.250000  8.994941e-04      NaN
568  Temperature       0  inf  1.0   63  309.184477   -11.835732     -16.070304  5.760477e+01  0.500000  0.250000  6.314331e-03      NaN
569  Temperature       0  inf  1.0   64  305.832145    83.063901    4259.035354 -2.798429e+06  4.000000  2.000000  3.204223e-03      NaN
570  Temperature       0  inf  1.0   65  305.802032   164.005719     481.693081 -7.275963e+05  3.999980  1.551508  5.602006e-04      NaN
571  Temperature       0  inf  1.0   66  306.152513   419.755966      -1.876049 -1.588005e+03  3.486118  0.250047  1.757476e-03      NaN
572  Temperature       0  inf  1.0   67  305.870545   232.093091    -239.860027 -2.388010e+05  3.999989  1.291505  7.670700e-04      NaN
573  Temperature       0  inf  1.0   68  304.244525  -459.659180       8.566901  1.825414e+03  4.000000  0.250000  8.973991e-04      NaN
574  Temperature       0  inf  1.0   69  305.521480     1.020836   -4952.079874  1.367233e+04  0.503322  1.654077  2.264283e-03      NaN
575  Temperature       0  inf  1.0   70  306.014058   484.402785     -22.119402 -1.744060e+04  4.000000  0.670833  1.584053e-03      NaN
576  Temperature       0  inf  1.0   71  305.779710   142.919638     116.569187 -7.894737e+04  3.999948  1.175443  3.148805e-04      NaN
577  Temperature       0  inf  1.0   72  305.608108   -19.342837       1.865659  8.537410e+01  1.625729  0.250209  1.573830e-03      NaN
578  Temperature       0  inf  1.0   73  307.131064    26.978232      -9.007686 -7.689104e+01  1.569721  0.250021  5.049604e-04      NaN
579  Temperature       0  inf  1.0   74  308.117043   -12.608098      -7.481038  5.289247e+01  0.500000  0.250000  6.130544e-03      NaN
580  Temperature       0  inf  1.0   75  304.604809  -237.599941       6.492771  9.364168e+02  4.000000  0.250000  3.285407e-03      NaN
581  Temperature       0  inf  1.0   76  305.482402   -76.932702       2.142908  3.547775e+02  3.110173  0.250014  2.458308e-03      NaN
582  Temperature       0  inf  1.0   77  304.590629    -2.689888       6.752959  1.117008e+01  1.288281  0.250023  1.405664e-03      NaN
583  Temperature       0  inf  1.0   78  307.942799     0.656825     -18.443204  1.821198e+01  0.500000  0.250000  9.468361e-04      NaN
584  Temperature       0  inf  1.0   79  306.011029     2.675670    -124.927825  1.415927e+02  0.500075  0.643825  1.805961e-03      NaN
585  Temperature       0  inf  1.0   80  304.704241   117.107116       5.916522 -4.294683e+02  4.000000  0.250000  1.318746e-03      NaN
586  Temperature       0  inf  1.0   81  308.959615   -10.374390     -16.047169  5.322694e+01  0.500000  0.250000  6.860428e-03      NaN
587  Temperature       0  inf  1.0   82  305.424237     1.427610  -72021.245426  1.362643e+05  0.500000  2.000000  1.545014e-03      NaN
588  Temperature       0  inf  1.0   83  305.772148   242.283597       5.921704 -1.091681e+04  3.999984  0.709153  1.284283e-04      NaN
589  Temperature       0  inf  1.0   84  305.720500   223.526365       0.383156 -8.322395e+02  3.303256  0.250027  8.766031e-04      NaN
590  Temperature       0  inf  1.0   85  305.702816    12.731683       1.436279 -7.744216e+01  2.201849  0.425609  5.112470e-04      NaN
591  Temperature       0  inf  1.0   86  305.800117    85.562873   24515.003064 -4.450780e+06  4.000000  2.000000  3.001506e-03      NaN
592  Temperature       0  inf  1.0   87  305.764600     8.274891    -351.823876 -2.766206e+04  2.030075  1.652635  2.149183e-04      NaN
593  Temperature       0  inf  1.0   88  305.860528   178.586576     -93.922615 -1.255592e+05  3.946895  1.226068  3.342298e-04      NaN
594  Temperature       0  inf  1.0   89  306.315141    10.264998      -3.426220 -2.310812e+01  1.572905  0.250724  1.882639e-03      NaN
595  Temperature       0  inf  1.0   90  308.028889    -9.744306      -9.629543  4.534903e+01  0.500000  0.250000  5.312309e-03      NaN
596  Temperature       0  inf  1.0   91  305.782134   142.868082     105.025299 -6.896326e+04  3.999984  1.149410  4.637916e-04      NaN
597  Temperature       0  inf  1.0   92  305.768117    51.345783    2008.779384 -2.196056e+05  3.999705  1.528399  2.357079e-03      NaN
598  Temperature       0  inf  1.0   93  308.107892   -10.111054      -9.383835  4.554408e+01  0.500000  0.250000  6.231056e-03      NaN
599  Temperature       0  inf  1.0   94  305.031243     2.771112  -37660.011292  5.612025e+04  0.500025  1.761644  1.382610e-03      NaN
600  Temperature       0  inf  1.0   95  305.313753     3.667149       2.686244 -5.905138e+00  1.934250  0.250000  1.572583e-03      NaN
601  Temperature       0  inf  1.0   96  304.729566     0.338646       5.092967  4.328364e-01  0.500000  0.250000  2.737533e-03      NaN
602  Temperature       0  inf  1.0   97  306.173384    -3.424454      -1.320015  1.709487e+01  0.500000  0.250000  1.610214e-03      NaN
603  Temperature       0  inf  1.0   98  305.764125     0.291723  -13516.901669  6.328019e+04  0.500000  2.000000  4.679354e-03      NaN
604  Temperature       0  inf  1.0   99  305.622513     0.931267 -107714.288832  2.063885e+05  0.500000  2.000000  4.876912e-03      NaN
605  Temperature       0  inf  1.0  100  306.669163    -5.555921      -3.050754  2.560682e+01  0.500000  0.250000  2.769811e-03      NaN
